Date,STLFSI2
2014-09-19,-0.6344
2014-09-26,-0.4354
2014-10-03,-0.4169
2014-10-10,-0.3798
2014-10-17,0.0874
2014-10-24,-0.5504
2014-10-31,-0.5665
2014-11-07,-0.546
2014-11-14,-0.5283
2014-11-21,-0.3828
2014-11-28,-0.4761
2014-12-05,-0.3793
2014-12-12,-0.1297
2014-12-19,-0.0375
2014-12-26,-0.5551
2015-01-02,-0.1977
2015-01-09,0.0779
2015-01-16,0.0792
2015-01-23,-0.0961
2015-01-30,-0.0601
2015-02-06,-0.251
2015-02-13,-0.3483
2015-02-20,-0.3229
2015-02-27,-0.2849
2015-03-06,-0.3382
2015-03-13,-0.1825
2015-03-20,-0.1917
2015-03-27,-0.2714
2015-04-03,-0.2575
2015-04-10,-0.4419
2015-04-17,-0.4251
2015-04-24,-0.4789
2015-05-01,-0.4439
2015-05-08,-0.3869
2015-05-15,-0.3602
2015-05-22,-0.3585
2015-05-29,-0.2459
2015-06-05,-0.2592
2015-06-12,-0.2755
2015-06-19,-0.2111
2015-06-26,-0.3789
2015-07-03,0.0274
2015-07-10,-0.0677
2015-07-17,-0.4132
2015-07-24,-0.2445
2015-07-31,-0.1543
2015-08-07,-0.2051
2015-08-14,-0.1145
2015-08-21,0.12
2015-08-28,0.5989
2015-09-04,0.2136
2015-09-11,0.1111
2015-09-18,0.1236
2015-09-25,0.357
2015-10-02,0.6451
2015-10-09,-0.0122
2015-10-16,0.0676
2015-10-23,-0.0591
2015-10-30,-0.1071
2015-11-06,-0.175
2015-11-13,0.033
2015-11-20,0.0184
2015-11-27,-0.0431
2015-12-04,0.0155
2015-12-11,0.3394
2015-12-18,0.4207
2015-12-25,0.2683
2016-01-01,0.2036
2016-01-08,0.6145
2016-01-15,0.7747
2016-01-22,0.8665
2016-01-29,0.38
2016-02-05,0.5843
2016-02-12,1.1291
2016-02-19,0.4052
2016-02-26,0.3907
2016-03-04,0.0747
2016-03-11,0.1215
2016-03-18,0.02
2016-03-25,0.0378
2016-04-01,0.3019
2016-04-08,0.2425
2016-04-15,-0.0158
2016-04-22,-0.1336
2016-04-29,-0.0317
2016-05-06,0.1999
2016-05-13,0.0733
2016-05-20,-0.0448
2016-05-27,-0.1038
2016-06-03,0.0322
2016-06-10,0.0567
2016-06-17,0.4669
2016-06-24,0.1301
2016-07-01,0.4883
2016-07-08,0.0883
2016-07-15,-0.2554
2016-07-22,-0.0422
2016-07-29,0.12
2016-08-05,0.2402
2016-08-12,0.0646
2016-08-19,0.0465
2016-08-26,0.1385
2016-09-02,0.1521
2016-09-09,0.1581
2016-09-16,0.3517
2016-09-23,0.2212
2016-09-30,0.1871
2016-10-07,-0.071
2016-10-14,0.0754
2016-10-21,0.0537
2016-10-28,-0.0032
2016-11-04,0.3911
2016-11-11,-0.1687
2016-11-18,-0.1894
2016-11-25,-0.2503
2016-12-02,-0.1116
2016-12-09,-0.3671
2016-12-16,-0.2705
2016-12-23,-0.1969
2016-12-30,-0.1438
2017-01-06,-0.1819
2017-01-13,-0.1929
2017-01-20,-0.1751
2017-01-27,-0.2767
2017-02-03,-0.2101
2017-02-10,-0.2627
2017-02-17,-0.3822
2017-02-24,-0.2715
2017-03-03,-0.4538
2017-03-10,-0.4878
2017-03-17,-0.4305
2017-03-24,-0.2927
2017-03-31,-0.4776
2017-04-07,-0.4415
2017-04-14,-0.3215
2017-04-21,-0.305
2017-04-28,-0.638
2017-05-05,-0.5538
2017-05-12,-0.6707
2017-05-19,-0.521
2017-05-26,-0.7069
2017-06-02,-0.6649
2017-06-09,-0.7576
2017-06-16,-0.7548
2017-06-23,-0.5099
2017-06-30,-0.6118
2017-07-07,-0.6587
2017-07-14,-0.62
2017-07-21,-0.7794
2017-07-28,-0.8249
2017-08-04,-0.6938
2017-08-11,-0.5142
2017-08-18,-0.4901
2017-08-25,-0.5097
2017-09-01,-0.5555
2017-09-08,-0.4831
2017-09-15,-0.7438
2017-09-22,-0.778
2017-09-29,-0.7185
2017-10-06,-0.7533
2017-10-13,-0.7165
2017-10-20,-0.785
2017-10-27,-0.7805
2017-11-03,-0.743
2017-11-10,-0.7355
2017-11-17,-0.7487
2017-11-24,-0.9172
2017-12-01,-0.8541
2017-12-08,-0.779
2017-12-15,-0.7321
2017-12-22,-0.7287
2017-12-29,-0.6431
2018-01-05,-0.7491
2018-01-12,-0.8216
2018-01-19,-0.7682
2018-01-26,-0.7493
2018-02-02,-0.5985
2018-02-09,-0.009
2018-02-16,-0.3989
2018-02-23,-0.5252
2018-03-02,-0.2472
2018-03-09,-0.2796
2018-03-16,-0.245
2018-03-23,0.0303
2018-03-30,0.1011
2018-04-06,0.1105
2018-04-13,-0.0847
2018-04-20,-0.2983
2018-04-27,-0.237
2018-05-04,-0.1723
2018-05-11,-0.4287
2018-05-18,-0.4937
2018-05-25,-0.4176
2018-06-01,-0.1087
2018-06-08,-0.5814
2018-06-15,-0.5079
2018-06-22,-0.4413
2018-06-29,-0.2208
2018-07-06,-0.3703
2018-07-13,-0.6173
2018-07-20,-0.629
2018-07-27,-0.7066
2018-08-03,-0.5975
2018-08-10,-0.6901
2018-08-17,-0.5519
2018-08-24,-0.7677
2018-08-31,-0.8021
2018-09-07,-0.7131
2018-09-14,-0.856
2018-09-21,-0.9561
2018-09-28,-0.8779
2018-10-05,-0.8924
2018-10-12,-0.5467
2018-10-19,-0.6473
2018-10-26,-0.3484
2018-11-02,-0.3681
2018-11-09,-0.6493
2018-11-16,-0.153
2018-11-23,-0.099
2018-11-30,-0.3174
2018-12-07,0.0215
2018-12-14,0.0676
2018-12-21,0.375
2018-12-28,0.4969
2019-01-04,0.1154
2019-01-11,-0.4022
2019-01-18,-0.3363
2019-01-25,-0.296
2019-02-01,-0.3038
2019-02-08,-0.4543
2019-02-15,-0.5256
2019-02-22,-0.6838
2019-03-01,-0.7345
2019-03-08,-0.6081
2019-03-15,-0.7067
2019-03-22,-0.7277
2019-03-29,-0.4344
2019-04-05,-0.8176
2019-04-12,-0.7876
2019-04-19,-0.9023
2019-04-26,-0.7486
2019-05-03,-0.8011
2019-05-10,-0.5011
2019-05-17,-0.4684
2019-05-24,-0.5836
2019-05-31,-0.2698
2019-06-07,-0.3137
2019-06-14,-0.5512
2019-06-21,-0.4374
2019-06-28,-0.4334
2019-07-05,-0.6676
2019-07-12,-0.6096
2019-07-19,-0.5064
2019-07-26,-0.6268
2019-08-02,-0.3973
2019-08-09,0.1173
2019-08-16,0.0561
2019-08-23,-0.2536
2019-08-30,-0.2302
2019-09-06,-0.2991
2019-09-13,-0.5683
2019-09-20,-0.3502
2019-09-27,-0.0652
2019-10-04,0.2051
2019-10-11,-0.0443
2019-10-18,-0.3209
2019-10-25,-0.322
2019-11-01,-0.2364
2019-11-08,-0.2639
2019-11-15,-0.2813
2019-11-22,-0.2187
2019-11-29,-0.3827
2019-12-06,-0.2546
2019-12-13,-0.4438
2019-12-20,-0.5439
2019-12-27,-0.3571
2020-01-03,-0.3706
2020-01-10,-0.4812
2020-01-17,-0.6538
2020-01-24,-0.5183
2020-01-31,-0.2135
2020-02-07,-0.5776
2020-02-14,-0.69
2020-02-21,-0.5539
2020-02-28,0.5975
2020-03-06,1.2537
2020-03-13,3.3351
2020-03-20,5.4035
2020-03-27,5.0694
2020-04-03,2.6125
2020-04-10,2.0904
2020-04-17,1.3838
2020-04-24,2.0249
2020-05-01,0.9075
2020-05-08,0.6498
2020-05-15,0.6533
2020-05-22,0.1584
2020-05-29,-0.0803
2020-06-05,-0.3645
2020-06-12,0.0371
2020-06-19,0.2577
2020-06-26,0.2953
2020-07-03,0.2023
2020-07-10,-0.0957
2020-07-17,-0.1305
2020-07-24,-0.4162
2020-07-31,-0.2497
2020-08-07,-0.3675
2020-08-14,-0.4371
2020-08-21,-0.2209
2020-08-28,-0.4395
2020-09-04,-0.2808
2020-09-11,-0.1029
2020-09-18,-0.3479
2020-09-25,0.0348
2020-10-02,-0.324
2020-10-09,-0.484
2020-10-16,-0.3157
2020-10-23,-0.2544
2020-10-30,0.1374
2020-11-06,-0.3507
2020-11-13,-0.7946
2020-11-20,-0.4307
2020-11-27,-0.6145
2020-12-04,-0.6537
2020-12-11,-0.5851
2020-12-18,-0.5192
2020-12-25,-0.5503
2021-01-01,-0.6651
2021-01-08,-0.6651
2021-01-15,-0.7138
2021-01-22,-0.7099
2021-01-29,-0.4176
2021-02-05,-0.7397
2021-02-12,-0.8907
2021-02-19,-0.7782
2021-02-26,-0.5688
2021-03-05,-0.5425
2021-03-12,-0.641
2021-03-19,-0.6636
2021-03-26,-0.6788
2021-04-02,-0.7889
2021-04-09,-0.8915
2021-04-16,-0.8406
2021-04-23,-0.7815
2021-04-30,-0.904
2021-05-07,-0.9168
2021-05-14,-0.8489
2021-05-21,-0.8324
2021-05-28,-0.9479
2021-06-04,-0.9874
2021-06-11,-0.9577
2021-06-18,-0.9086
2021-06-25,-0.9619
2021-07-02,-1.0022
2021-07-09,-0.8704
2021-07-16,-0.9687
2021-07-23,-0.7151
2021-07-30,-0.9347
2021-08-06,-0.8569
2021-08-13,-1.0548
2021-08-20,-0.8095
2021-08-27,-0.9931
2021-09-03,-0.9839
2021-09-10,-0.9638
2021-09-17,-0.9271
2021-09-24,-0.7898
2021-10-01,-0.8845
2021-10-08,-0.8775
2021-10-15,-0.9728
2021-10-22,-1.1315
2021-10-29,-0.9988
2021-11-05,-0.8668
2021-11-12,-0.9524
2021-11-19,-0.8625
2021-11-26,-0.6425
2021-12-03,-0.3056
2021-12-10,-0.856
2021-12-17,-0.6238
2021-12-24,-0.6939
2021-12-31,-0.9202
2022-01-07,-0.8509
